price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,city,house_age,is_renovated,years_since_ren,sqft_ratio,zipcode
289000.0,3.0,2.5,1970,9607,2.0,0,0,3,1090,880,Auburn,27,1,15,0.20503746877601997,98001
355000.0,2.0,2.25,930,747,2.0,0,0,3,630,300,Seattle,8,0,0,1.2433155080213905,98144
675000.0,3.0,3.5,2300,5611,1.0,0,0,3,2300,0,Redmond,11,1,12,0.4098360655737705,98053
396500.0,3.0,2.5,2590,18980,1.0,0,0,4,2590,0,Kent,39,1,23,0.1364522417153996,98042
362500.0,4.0,1.75,1450,8450,1.0,0,0,3,1450,0,Issaquah,55,1,3,0.1715773281268489,98027
395000.0,4.0,1.75,1540,5120,1.0,0,0,5,770,770,Seattle,72,0,0,0.3007225151337629,98126
599000.0,5.0,2.75,2730,22572,1.0,0,0,3,2080,650,Sammamish,47,1,23,0.1209409471492491,98075
218000.0,3.0,1.0,880,18205,1.0,0,0,4,880,0,Seattle,70,0,0,0.04833571350104361,98178
589950.0,4.0,2.5,3190,8195,2.0,0,0,3,3190,0,Maple Valley,9,0,0,0.3892142508540752,98038
218000.0,3.0,1.5,1330,7600,1.0,0,0,4,1330,0,Federal Way,47,0,0,0.1749769767135903,98023
360000.0,3.0,1.75,1500,7200,1.0,0,0,3,1500,0,Shoreline,58,1,15,0.20830440216636578,98133
350000.0,2.0,1.0,740,7680,1.0,0,0,4,740,0,Seattle,93,0,0,0.09634162218461138,98126
350000.0,4.0,3.0,2560,5606,2.0,0,0,3,2560,0,Auburn,11,1,12,0.4565721419654004,98092
845000.0,3.0,2.0,2540,4750,1.5,0,0,5,1840,700,Seattle,85,0,0,0.5346242896232372,98117
839000.0,3.0,2.5,3200,203425,1.0,0,0,3,3200,0,Woodinville,15,0,0,0.015730535919695615,98077
850000.0,4.0,3.0,3330,4000,1.0,0,0,3,1790,1540,Seattle,57,1,11,0.8322919270182454,98103
329950.0,2.0,1.0,900,5220,1.0,0,0,4,900,0,Seattle,59,0,0,0.1723807699674392,98146
425000.0,4.0,1.5,1600,6180,1.5,0,0,3,1600,0,Seattle,69,0,0,0.25885779000161785,98118
210000.0,2.0,1.0,970,5500,1.0,0,0,3,970,0,Seattle,59,1,14,0.1763315760770769,98118
631500.0,2.0,1.0,1130,2640,1.0,0,0,4,1130,0,Seattle,88,0,0,0.42786823173040517,98109
295000.0,2.0,1.0,650,5400,1.0,0,0,3,650,0,Seattle,65,1,10,0.12034808368820589,98122
575000.0,3.0,2.25,2400,5000,1.5,0,0,4,1440,960,Seattle,89,1,22,0.47990401919616077,98117
415000.0,3.0,2.5,2280,6031,2.0,0,0,3,2280,0,Duvall,4,0,0,0.3779840848806366,98019
859000.0,4.0,2.25,3550,13900,1.0,0,0,3,1830,1720,Bellevue,5,0,0,0.25537731098482125,98006
639888.0,4.0,2.5,2050,2772,2.0,0,0,3,2050,0,Issaquah,3,1,103,0.7392715470609448,98029
329445.0,2.0,1.5,830,1119,2.0,0,0,3,830,0,Seattle,10,0,0,0.7410714285714286,98144
745641.0,4.0,2.5,2440,4850,2.0,0,0,3,2440,0,Redmond,2,1,92,0.5029890744176458,98052
395000.0,3.0,2.5,1600,1936,2.0,0,0,3,1600,0,Seattle,8,0,0,0.8260196179659267,98108
790000.0,4.0,3.5,3190,31450,2.0,0,0,3,3190,0,Issaquah,5,0,0,0.10142761756382945,98027
890000.0,4.0,1.0,2550,4000,2.0,0,0,3,2370,180,Seattle,110,1,5,0.6373406648337916,98109
400000.0,3.0,2.5,2180,7508,1.0,0,0,4,1420,760,Shoreline,53,0,0,0.29031828472499666,98133
365500.0,3.0,2.0,1410,9600,1.0,0,0,4,1410,0,Woodinville,32,0,0,0.14685970211436308,98072
245000.0,3.0,2.0,1410,5760,1.0,0,0,3,1410,0,Kent,30,0,0,0.24474917549036626,98030
390000.0,4.0,2.5,2340,8548,2.0,0,0,3,2340,0,Kent,22,0,0,0.2737162241197801,98031
196500.0,3.0,1.0,1320,9000,1.0,0,0,3,1320,0,Auburn,49,1,52,0.1466503721808688,98001
1200000.0,4.0,1.75,3990,13470,2.0,0,0,3,3990,0,Newcastle,9,0,0,0.29619181946403383,98059
276900.0,3.0,1.0,1270,7566,1.0,0,0,4,1270,0,Renton,57,1,43,0.16783401612263776,98056
995000.0,3.0,4.5,4380,47044,2.0,1,3,3,3720,660,Burien,47,1,25,0.09310234881496439,98166
2300000.0,4.0,3.25,4250,8570,2.0,0,0,3,4250,0,Bellevue,11,1,12,0.4958581262396453,98004
505000.0,3.0,2.5,1860,8060,2.0,0,0,4,1860,0,Issaquah,28,0,0,0.23074060290286566,98029
1229000.0,4.0,3.5,3770,37034,2.0,0,0,3,2830,940,Bellevue,26,0,0,0.10179559875793169,98007
352000.0,4.0,1.0,1530,8890,1.0,0,0,3,980,550,Seattle,90,1,13,0.17208413001912046,98106
597326.0,4.0,4.0,3570,8250,2.0,0,0,3,2860,710,Mercer Island,2,1,92,0.43267482729366136,98040
800000.0,2.0,1.0,1740,5719,1.0,0,0,3,1740,0,Seattle,60,1,10,0.3041958041958042,98103
270000.0,3.0,2.5,1670,8364,1.0,0,0,4,1300,370,Covington,25,0,0,0.19964136282127914,98042
235000.0,4.0,2.0,1570,9415,2.0,0,0,4,1570,0,Auburn,31,0,0,0.1667374681393373,98092
409900.0,2.0,2.5,1590,1845,2.0,0,0,3,1590,0,Kirkland,18,0,0,0.8613217768147345,98033
739900.0,5.0,2.5,2980,5377,2.0,0,0,3,2980,0,Redmond,9,0,0,0.5541093343250278,98052
608000.0,4.0,2.5,2690,4736,2.0,0,0,3,2690,0,Redmond,14,0,0,0.5678699598902259,98053
381500.0,2.0,1.0,900,2910,1.0,0,0,5,900,0,Seattle,91,1,59,0.3091721058055651,98115
562100.0,2.0,0.75,1440,3700,1.0,0,0,3,1200,240,Seattle,101,1,19,0.3890840313428803,98107
740000.0,4.0,2.5,3000,10392,2.0,0,0,3,3000,0,Issaquah,20,0,0,0.2886558260367555,98027
308000.0,3.0,1.0,1640,18144,1.5,0,0,3,1640,0,Seattle,73,1,16,0.09038302562689446,98168
905000.0,5.0,3.5,3100,10200,1.0,0,4,3,1660,1440,Bellevue,45,1,1,0.3038917753161455,98008
762000.0,4.0,3.5,4000,15253,2.0,0,0,3,4000,0,Snoqualmie,8,0,0,0.2622263012980202,98065
356000.0,4.0,2.0,2020,48693,1.5,0,0,3,2020,0,North Bend,66,1,17,0.0414835503347435,98045
750000.0,3.0,1.5,1840,5000,1.5,0,0,5,1340,500,Seattle,100,0,0,0.3679264147170566,98107
418800.0,4.0,2.25,2100,9984,1.0,0,0,4,1290,810,Kenmore,42,0,0,0.21031547320981472,98028
276000.0,4.0,2.25,2460,11250,1.0,0,0,4,2460,0,Auburn,56,0,0,0.2186472313572127,98002
725000.0,3.0,2.5,2610,7510,2.0,0,0,3,2610,0,Redmond,19,0,0,0.3474903474903475,98052
285000.0,3.0,2.0,1460,6377,1.0,0,0,3,1460,0,Maple Valley,20,0,0,0.22891188460332393,98038
205000.0,3.0,1.0,1050,8498,1.0,0,0,3,1050,0,Kent,57,1,11,0.12354394634662902,98031
583000.0,3.0,2.5,1790,8144,2.0,0,0,3,1790,0,Sammamish,26,0,0,0.21976672805402087,98074
657000.0,4.0,2.5,2180,3375,1.5,0,0,4,1420,760,Seattle,89,1,22,0.6457345971563981,98117
386000.0,4.0,2.25,2050,9583,2.0,0,2,3,1770,280,Des Moines,50,1,22,0.21389816360601002,98198
589950.0,5.0,3.0,2790,19439,1.0,0,3,5,1500,1290,Renton,42,0,0,0.14351851851851852,98058
575000.0,3.0,2.25,1700,3333,1.5,0,0,3,1100,600,Seattle,91,1,4,0.5098980203959208,98117
574000.0,3.0,2.5,2380,6832,2.0,0,0,3,2380,0,Snoqualmie,13,0,0,0.3483096736426167,98065
690500.0,5.0,2.0,2000,4211,1.5,0,2,4,1280,720,Seattle,107,0,0,0.4748338081671415,98112
565000.0,2.0,1.75,1670,4008,1.0,0,0,3,1670,0,Issaquah,10,0,0,0.4165627338488401,98029
500000.0,3.0,1.5,1190,4750,1.0,0,0,3,970,220,Seattle,75,1,19,0.2504735845085245,98107
330000.0,6.0,2.25,3040,28535,1.0,0,0,3,1890,1150,Kent,64,1,21,0.10653209980375666,98030
286000.0,2.0,1.0,780,3475,1.0,0,0,4,780,0,North Bend,85,0,0,0.2243958573072497,98045
450000.0,3.0,1.5,2330,11740,1.0,0,0,3,1330,1000,Lake Forest Park,61,1,10,0.1984498765011498,98155
870000.0,4.0,2.75,2840,4000,1.5,0,0,5,1960,880,Seattle,103,0,0,0.709822544363909,98144
725000.0,4.0,2.5,2490,5170,2.0,0,0,4,2490,0,Redmond,15,0,0,0.48153161864242894,98052
275000.0,2.0,1.0,770,4840,1.0,0,0,4,770,0,Seattle,88,0,0,0.15905804585829375,98126
645000.0,3.0,2.75,1850,16960,1.0,0,2,4,1850,0,Seattle,62,1,32,0.10907375744354696,98177
152000.0,3.0,1.0,1090,3264,1.0,0,0,4,1090,0,Auburn,46,0,0,0.333843797856049,98092
315000.0,4.0,2.0,1780,5336,1.5,0,0,5,930,850,Seattle,97,0,0,0.33352070451564547,98178
190000.0,1.0,0.75,930,29258,1.0,0,0,3,930,0,Seattle,74,1,21,0.03178509176663591,98178
700000.0,4.0,2.5,2770,5686,2.0,0,0,3,2770,0,Sammamish,11,1,12,0.4870757868823633,98075
233000.0,3.0,1.0,1250,6180,1.5,0,0,3,1250,0,Shoreline,60,1,10,0.20223264843876396,98155
249000.0,4.0,2.25,1830,6136,2.0,0,0,3,1830,0,Kent,25,1,6,0.2981912986801369,98030
310000.0,2.0,1.0,870,5400,1.0,0,0,3,870,0,Seattle,65,1,8,0.16108128124421403,98126
265950.0,3.0,1.5,1150,8450,1.0,0,0,4,1150,0,Seattle,64,1,16,0.13607857058336292,98178
860000.0,5.0,3.25,4500,9648,2.0,0,4,4,3000,1500,Seattle,47,0,0,0.46636957197637063,98125
200000.0,3.0,1.0,1150,4800,1.5,0,0,4,1150,0,Auburn,77,0,0,0.23953343053530515,98002
402000.0,4.0,2.25,2000,3672,2.0,0,0,5,1650,350,Seattle,89,0,0,0.5445140212360469,98117
305000.0,6.0,2.0,1900,8240,1.0,0,0,2,1200,700,Seattle,51,0,0,0.23055454435141368,98125
505000.0,3.0,1.75,1640,10695,1.0,0,2,3,1640,0,Kirkland,40,0,0,0.15332834704562454,98034
1355000.0,3.0,1.5,2680,4775,2.0,0,2,5,1880,800,Seattle,102,0,0,0.5611390284757118,98109
482000.0,3.0,2.5,2420,7307,2.0,0,0,3,2420,0,Snoqualmie,17,1,9,0.331143951833607,98065
299950.0,3.0,1.75,1790,7650,1.0,0,3,3,1790,0,Federal Way,37,0,0,0.23395634557574174,98023
770000.0,4.0,2.5,3920,12415,2.0,0,0,3,3920,0,Sammamish,18,0,0,0.31572164948453607,98075
245700.0,3.0,2.25,1640,8400,1.0,0,0,3,1180,460,Kent,47,1,18,0.1952148553743602,98032
283000.0,3.0,1.0,890,8400,1.0,0,0,4,890,0,Renton,61,1,36,0.1059397690751101,98056
650000.0,4.0,2.75,1910,16532,1.0,0,0,4,1420,490,Seattle,75,1,14,0.11552652271215146,98117
530000.0,5.0,2.25,2140,7910,1.0,0,0,3,1070,1070,Bellevue,53,1,12,0.27050941726709643,98007
440000.0,3.0,1.75,2030,17100,1.0,0,0,4,2030,0,Burien,62,1,32,0.11870650839132214,98166
1005000.0,4.0,4.5,4225,284011,2.0,0,0,4,4225,0,Sammamish,30,0,0,0.01487613199442277,98074
599990.0,3.0,2.25,2680,9162,1.0,0,0,3,1570,1110,Issaquah,37,0,0,0.2924806286150824,98027
544000.0,4.0,2.5,2030,3974,2.0,0,0,3,2030,0,Issaquah,21,0,0,0.5106918238993711,98029
1700000.0,5.0,3.5,5850,22885,2.0,0,2,4,4670,1180,Bellevue,37,1,15,0.25561478633225554,98004
270000.0,2.0,1.0,2060,8398,1.0,0,0,3,1260,800,Seattle,53,1,12,0.2452672937254435,98168
435000.0,2.0,1.0,1060,3036,1.5,0,0,4,1060,0,Seattle,72,0,0,0.3490286466908133,98105
349000.0,3.0,1.0,1010,8184,1.0,0,0,4,1010,0,Shoreline,68,1,27,0.12339645693341478,98155
1140000.0,4.0,2.25,3310,127631,2.0,0,0,5,3310,0,Woodinville,91,1,59,0.025933935063307007,98072
320000.0,4.0,2.5,2000,10051,2.0,0,0,3,2000,0,Maple Valley,18,0,0,0.19896538002387584,98038
804100.0,4.0,2.5,3070,8086,2.0,0,0,3,3070,0,Newcastle,10,0,0,0.3796216149375541,98059
594000.0,3.0,2.25,1270,1406,2.0,0,0,3,1060,210,Seattle,1,0,0,0.9026297085998578,98105
531500.0,4.0,2.75,3110,49765,1.0,0,0,4,3110,0,Black Diamond,57,1,43,0.06249246473495961,98010
1150000.0,3.0,2.0,2110,18815,2.0,0,0,5,2110,0,Sammamish,36,0,0,0.11213860544217687,98075
374500.0,3.0,2.25,1400,11400,2.0,0,0,3,1400,0,Kenmore,31,0,0,0.12279624594333831,98028
450000.0,4.0,2.75,2310,5650,1.0,0,2,3,1330,980,Seattle,63,1,3,0.40877720757388075,98118
744500.0,5.0,2.5,2700,16570,1.0,0,0,4,1750,950,Bellevue,48,0,0,0.16293524832538772,98005
913888.0,5.0,2.25,2370,15512,2.0,0,0,4,2370,0,Bellevue,34,0,0,0.15277509185844132,98006
760000.0,4.0,2.5,2760,6000,2.0,0,0,5,2230,530,Seattle,73,0,0,0.45992334610898183,98115
346500.0,2.0,1.75,1610,6300,1.0,0,0,3,1010,600,Seattle,74,1,21,0.2555149976194255,98108
280000.0,3.0,1.75,1230,8250,1.0,0,0,3,1230,0,Renton,49,1,52,0.1490728396557993,98058
557500.0,3.0,1.75,1900,11165,1.0,0,0,4,1900,0,Bellevue,56,0,0,0.17015941250223893,98008
260000.0,3.0,1.5,1580,8184,1.0,0,0,3,1140,440,Des Moines,61,1,10,0.19303604153940135,98148
1330000.0,3.0,1.5,1940,2885,1.5,0,2,3,1940,0,Seattle,115,1,10,0.6722106722106722,98119
640000.0,3.0,1.75,1620,6000,1.0,0,0,5,1040,580,Seattle,68,0,0,0.26995500749875023,98103
280000.0,7.0,2.5,1940,5458,2.0,0,0,3,1940,0,Auburn,21,0,0,0.3553764425718996,98092
205000.0,3.0,1.0,1230,8750,1.0,0,0,3,1230,0,Federal Way,50,1,22,0.14055536510113129,98003
957000.0,5.0,3.25,3160,5000,2.0,0,2,3,2180,980,Seattle,10,0,0,0.6318736252749451,98199
625000.0,5.0,2.5,2700,21208,1.0,0,0,4,1950,750,Bellevue,60,1,6,0.12730444622565892,98005
680000.0,4.0,1.5,1880,6200,1.0,0,2,5,1440,440,Seattle,61,0,0,0.3031769069504919,98146
150000.0,2.0,1.0,890,8100,1.0,0,0,3,890,0,Burien,73,1,16,0.10986297987902728,98146
255950.0,3.0,2.5,1720,3676,2.0,0,0,3,1720,0,Kent,23,0,0,0.46777264073973346,98031
246500.0,3.0,2.5,1620,7686,2.0,0,0,3,1620,0,Maple Valley,26,0,0,0.21074541433589178,98038
450000.0,2.0,1.0,1380,4390,1.0,0,0,4,880,500,Seattle,84,0,0,0.31427920746982463,98115
595888.0,3.0,1.75,1870,9000,1.0,0,0,5,1870,0,Seattle,57,0,0,0.20775469392289744,98177
454000.0,3.0,1.0,1970,22144,1.0,0,0,4,1970,0,Snoqualmie,45,0,0,0.08895913298713028,98065
299900.0,3.0,1.0,1110,8593,1.0,0,0,3,1110,0,Shoreline,36,1,1,0.12915987898533862,98155
200000.0,3.0,2.0,1190,6833,1.0,0,0,3,1190,0,Auburn,20,0,0,0.17412935323383086,98092
346500.0,3.0,1.0,1150,11802,1.0,0,0,4,1150,0,Seattle,83,1,57,0.09743285605354571,98106
585000.0,4.0,2.75,2890,6825,1.0,0,0,3,1560,1330,Kirkland,42,1,2,0.4233811895692939,98034
383000.0,3.0,1.75,1500,13430,1.0,0,0,3,1500,0,Woodinville,38,1,11,0.11168192986374804,98072
519000.0,4.0,2.5,1950,2617,1.5,0,0,4,1250,700,Seattle,105,0,0,0.7448433919022154,98107
410000.0,3.0,1.5,1250,7700,1.0,0,0,5,1250,0,Newcastle,47,0,0,0.1623165822620439,98056
578000.0,4.0,2.5,2070,5415,2.0,0,0,3,2070,0,Issaquah,19,0,0,0.38220088626292464,98029
1280000.0,4.0,3.5,4660,17398,2.0,0,2,3,4660,0,Bellevue,12,0,0,0.26783148456807865,98006
395000.0,2.0,2.25,1350,1493,2.0,0,0,3,1050,300,Seattle,8,0,0,0.9036144578313253,98136
364000.0,3.0,2.5,1800,2790,2.0,0,0,3,1800,0,Seattle,4,0,0,0.6449301325689717,98126
240000.0,3.0,2.25,1481,2820,2.0,0,0,3,1481,0,Auburn,3,1,103,0.5249911378943637,98002
328423.0,3.0,2.5,1730,3600,2.0,0,0,3,1730,0,Seattle,1,0,0,0.4804221049708414,98146
594000.0,4.0,2.75,2720,4613,2.0,0,0,3,2720,0,Kenmore,10,0,0,0.5895101863892501,98028
425000.0,3.0,2.5,2320,2267,3.0,0,0,3,2320,0,Seattle,6,0,0,1.0229276895943562,98177
309620.0,3.0,2.5,1860,3730,2.0,0,0,3,1860,0,Duvall,3,1,103,0.4985258643795229,98019
260000.0,5.0,2.5,2025,7760,2.0,0,0,3,2025,0,Pacific,8,0,0,0.26091998453807497,98047
563500.0,3.0,2.5,1400,1312,3.5,0,0,3,1400,0,Seattle,8,0,0,1.0662604722010662,98103
975000.0,5.0,3.0,2620,5477,2.0,0,0,3,2620,0,Seattle,6,0,0,0.4782767433369843,98115
937000.0,3.0,1.75,2450,2691,2.0,0,0,3,1750,700,Seattle,100,0,0,0.9101040118870728,98119
518500.0,3.0,3.5,1590,1102,3.0,0,0,3,1590,0,Seattle,5,0,0,1.441523118766999,98103
563500.0,4.0,1.75,2085,174240,1.0,0,0,3,1610,475,Fall City,51,1,15,0.011966184767075488,98024
1050000.0,4.0,3.5,3450,7832,2.0,0,0,3,3450,0,Bellevue,8,0,0,0.4404442742244351,98006
350000.0,3.0,2.25,1780,16290,2.0,0,0,4,1780,0,Renton,28,0,0,0.10926278313179055,98058
826000.0,4.0,2.5,3060,7140,2.0,0,0,3,3060,0,Issaquah,9,0,0,0.4285114129673715,98029
225000.0,3.0,2.0,1700,11475,1.0,0,0,5,970,730,Burien,70,0,0,0.14813523875914952,98146
235867.0,4.0,2.0,1330,5926,1.0,0,0,4,1330,0,Renton,73,1,33,0.22439682807491143,98056
399000.0,4.0,3.0,3060,5000,2.0,0,0,3,3060,0,Covington,14,0,0,0.611877624475105,98042
177500.0,3.0,1.5,1220,6000,1.0,0,0,3,1220,0,Renton,47,1,18,0.2032994500916514,98057
224000.0,4.0,1.5,1600,9289,1.0,0,0,4,1600,0,Auburn,56,0,0,0.1722282023681378,98002
302000.0,4.0,1.75,1530,17664,1.5,0,0,3,1530,0,Renton,47,1,18,0.08661194452306821,98058
760000.0,3.0,2.5,1980,13964,1.0,0,0,5,1980,0,Mercer Island,56,0,0,0.14178302900107412,98040
460000.0,3.0,2.5,1730,8490,1.0,0,0,3,1210,520,Kirkland,46,1,5,0.20374514191496879,98034
415000.0,3.0,1.0,1170,6700,1.0,0,0,3,1170,0,Seattle,58,1,15,0.17460080584987314,98125
669000.0,2.0,1.75,1950,10766,1.0,0,3,4,1160,790,Burien,63,0,0,0.18110894399554192,98166
254600.0,3.0,2.0,1470,20000,1.0,0,0,4,1470,0,Auburn,47,0,0,0.07349632518374082,98092
357250.0,3.0,1.5,1400,8840,1.0,0,0,4,1400,0,Seattle,63,0,0,0.1583531274742676,98125
910000.0,4.0,3.5,4040,50479,2.0,0,0,3,4040,0,Woodinville,28,1,15,0.08003169572107766,98077
725000.0,6.0,3.0,3110,5000,1.5,0,0,5,1810,1300,Seattle,94,0,0,0.621875624875025,98103
670000.0,3.0,1.5,1490,4400,1.5,0,0,4,1490,0,Seattle,109,1,25,0.33855941831401953,98122
440000.0,4.0,1.5,1770,5750,2.0,0,0,3,1770,0,Seattle,68,1,3,0.3077725612936881,98116
1025000.0,4.0,3.5,3320,19850,1.0,0,2,4,2040,1280,Mercer Island,38,0,0,0.1672459825701476,98040
320000.0,2.0,1.0,950,5316,1.0,0,2,3,950,0,Seattle,67,1,21,0.1786721835621591,98126
310000.0,4.0,2.5,2430,5499,2.0,0,0,3,2430,0,Covington,13,0,0,0.44181818181818183,98042
772650.0,4.0,2.5,2660,10800,1.0,0,0,3,2660,0,Bellevue,60,1,1,0.24627349319507452,98005
669950.0,4.0,2.5,2670,11877,2.0,0,0,3,2670,0,Sammamish,19,0,0,0.22478531739350058,98074
690000.0,5.0,3.5,2720,7598,2.0,0,0,3,1860,860,Seattle,22,0,0,0.3579418344519016,98115
385000.0,4.0,2.5,3200,22651,1.0,0,0,5,1610,1590,Kent,45,0,0,0.14126787921596326,98031
663000.0,3.0,2.5,2480,37843,1.5,1,3,4,2480,0,Vashon,41,0,0,0.06553218475848219,98070
300000.0,3.0,2.25,1780,10395,1.0,0,0,3,1780,0,Renton,48,1,4,0.17121969988457098,98058
225500.0,2.0,1.75,1590,11276,1.0,0,0,4,1590,0,Auburn,43,0,0,0.1409949454642192,98002
320000.0,3.0,2.0,1550,34175,1.5,0,0,3,1550,0,North Bend,16,0,0,0.04535346441947566,98045
775000.0,3.0,2.75,2850,14800,1.0,0,0,4,1920,930,Bellevue,39,1,23,0.1925545571245186,98006
805000.0,3.0,2.75,2600,5875,1.5,0,2,5,1600,1000,Seattle,86,0,0,0.4424778761061947,98116
252750.0,4.0,1.0,1230,7410,1.5,0,0,3,1230,0,Burien,71,0,0,0.16596950479017678,98166
254000.0,5.0,2.0,2080,16117,1.0,0,0,5,1740,340,Auburn,56,0,0,0.12904826901600694,98001
620000.0,6.0,3.5,3600,6875,2.0,0,0,3,2740,860,Snoqualmie,11,1,12,0.5235602094240838,98065
435000.0,4.0,2.75,2110,8751,1.0,0,0,3,1510,600,Bothell,53,1,12,0.24108775137111518,98011
460000.0,4.0,2.5,2550,19017,1.0,0,0,4,1300,1250,Lake Forest Park,54,1,14,0.1340834998422547,98155
268000.0,3.0,2.5,1650,6684,2.0,0,0,3,1650,0,Kent,24,0,0,0.24682124158563948,98031
446000.0,2.0,1.5,1370,1221,2.0,0,0,3,1080,290,Seattle,7,0,0,1.121112929623568,98122
285000.0,2.0,1.0,1010,7200,1.0,0,0,3,1010,0,Lake Forest Park,40,0,0,0.1402582974586863,98155
530000.0,3.0,2.0,2330,26571,2.5,0,0,3,2330,0,Bellevue,28,1,15,0.0876862863164233,98005
402000.0,2.0,1.0,620,2475,1.0,0,0,5,620,0,Seattle,104,1,31,0.25040387722132473,98107
358000.0,3.0,1.5,2450,12497,1.0,0,0,4,2450,0,Snoqualmie,48,0,0,0.19603136501840293,98065
354950.0,4.0,2.75,2530,7350,1.0,0,0,5,1280,1250,Federal Way,38,0,0,0.34417086110733236,98023
405000.0,4.0,2.5,2220,4652,2.0,0,0,3,2220,0,Renton,14,0,0,0.4771115409413282,98059
568000.0,4.0,1.75,2110,265716,1.0,0,0,4,2110,0,Redmond,36,0,0,0.007940779099568338,98053
575000.0,5.0,3.0,3690,49709,1.0,0,2,3,2690,1000,Des Moines,55,1,3,0.07423053711526856,98198
315000.0,4.0,2.5,1940,10200,1.0,0,0,4,1140,800,Kent,38,0,0,0.19017743358494266,98042
280927.0,4.0,2.25,2070,7350,2.0,0,0,4,2070,0,Kent,38,0,0,0.28159434090599916,98032
440000.0,4.0,2.5,2160,7826,1.0,0,0,4,1390,770,Lake Forest Park,39,1,23,0.2759678037562284,98155
270000.0,4.0,2.25,2600,9900,1.0,0,0,3,1600,1000,Seattle,50,1,22,0.2625997374002626,98178
755000.0,4.0,2.75,2880,4000,1.5,0,0,3,2100,780,Seattle,103,1,15,0.7198200449887528,98144
289659.0,4.0,2.25,2260,7200,2.0,0,0,4,2260,0,Kent,31,0,0,0.31384529926399113,98031
555000.0,5.0,3.0,3640,6930,2.0,0,0,3,3640,0,Maple Valley,11,1,12,0.5251767421728466,98038
450000.0,3.0,1.5,1530,23660,1.0,0,0,3,1530,0,Lake Forest Park,63,1,7,0.06466337010270065,98155
1145000.0,3.0,2.5,2490,4000,2.0,0,0,5,1670,820,Seattle,97,0,0,0.6223444138965258,98109
495000.0,3.0,1.75,1440,11787,1.0,0,0,3,1440,0,Sammamish,32,1,6,0.12215812690872073,98074
1250000.0,3.0,3.0,3760,8500,2.5,0,3,4,3060,700,Seattle,105,0,0,0.44230090577579106,98116
580000.0,4.0,1.75,1720,6975,1.0,0,0,3,1420,300,Redmond,40,0,0,0.24655963302752293,98052
560000.0,4.0,2.5,2480,16360,1.0,0,0,5,1510,970,Kenmore,56,0,0,0.1515799767740358,98028
1080000.0,4.0,3.5,3990,5267,2.0,0,0,3,3990,0,Bellevue,7,0,0,0.7574031890660592,98006
450000.0,2.0,1.75,840,3340,1.0,0,0,3,700,140,Seattle,103,1,21,0.2514217300209518,98107
815000.0,3.0,2.0,2270,11989,1.0,0,0,4,2270,0,Mercer Island,47,0,0,0.18932443703085905,98040
354000.0,4.0,2.5,2580,5476,2.0,0,0,3,2580,0,Kent,10,0,0,0.4710607997078693,98031
279900.0,3.0,1.75,1580,6620,1.0,0,0,3,1580,0,Federal Way,27,1,15,0.23863464733423953,98003
339000.0,2.0,1.0,950,7954,1.0,0,0,4,950,0,Seattle,74,1,17,0.11942174732872407,98108
1340000.0,4.0,3.5,3190,5040,2.0,0,3,3,2160,1030,Seattle,12,0,0,0.632810950208292,98144
710000.0,3.0,3.25,3740,136915,2.5,0,0,3,3100,640,Burien,25,1,6,0.027316018580735634,98166
815000.0,4.0,2.75,2620,4743,1.0,0,2,4,1310,1310,Seattle,66,1,30,0.5522765598650927,98117
800000.0,3.0,1.75,2080,75794,1.0,0,0,3,2080,0,Kirkland,57,1,11,0.027442443432944125,98033
638000.0,3.0,2.0,1660,3729,1.0,0,0,5,970,690,Seattle,93,1,59,0.4450402144772118,98116
475580.0,3.0,1.75,1520,11085,1.0,0,0,3,1520,0,Sammamish,32,1,6,0.13710986830236335,98074
243800.0,3.0,1.0,1140,27760,1.0,0,0,4,1140,0,Issaquah,34,0,0,0.04106480314109722,98027
600000.0,3.0,2.5,3240,8016,2.0,0,0,3,2910,330,Snoqualmie,11,1,12,0.404141199950106,98065
620000.0,3.0,2.0,2460,41343,1.0,0,0,4,2460,0,Issaquah,27,0,0,0.05950077399380805,98027
750000.0,4.0,2.75,1750,5080,1.5,0,0,3,1750,0,Seattle,112,1,10,0.34442038968706945,98122
626000.0,3.0,1.75,2430,5000,2.0,0,0,4,1760,670,Seattle,70,0,0,0.4859028194361128,98117
230000.0,3.0,1.0,1060,9946,1.0,0,0,4,1060,0,SeaTac,59,0,0,0.10656479340504675,98188
537000.0,3.0,3.0,2410,7479,2.0,0,2,3,2410,0,Lake Forest Park,73,1,27,0.32219251336898397,98155
210000.0,2.0,1.0,720,8040,1.0,0,0,3,720,0,Burien,72,1,13,0.08954110185300336,98166
200500.0,3.0,1.75,1260,9346,1.0,0,0,4,1260,0,Kent,52,0,0,0.13480261046325023,98030
253500.0,3.0,1.0,1640,12384,1.0,0,0,4,1090,550,Federal Way,61,1,36,0.1324182478805006,98003
150000.0,3.0,1.0,1310,9612,1.0,0,0,3,960,350,Auburn,53,1,12,0.13627379590138355,98001
440000.0,3.0,1.5,2120,6290,1.0,0,0,4,1220,900,Seattle,66,1,30,0.3369893498648863,98108
667000.0,3.0,1.75,3320,478288,1.5,0,3,4,2260,1060,Enumclaw,82,1,33,0.006941409900708568,98022
